id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
170	jiang (2016)	"<table><tr><td>Authors:</td><td>jiang, hongjun; liu, ting; li, lin; zhao, yao; pei, lin; zhao, jiancheng</td></tr><tr><td>Title:</td><td>predicting the potential distribution of polygala tenuifolia willd. under climate change in china</td></tr><tr><td>Source:</td><td>plos one, 11(9)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1371/journal.pone.0163718	-0.5144	0.5	1	340	2134	42	0.7221	2016	42	0.7221
171	zhao (2016)	"<table><tr><td>Authors:</td><td>zhao, jian-li; gugger, paul f.; xia, yong-mei; li, qing-jun</td></tr><tr><td>Title:</td><td>ecological divergence of two closely related roscoea species associated with late quaternary climate change</td></tr><tr><td>Source:</td><td>journal of biogeography, 43(10), 1990-2001</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1111/jbi.12809	0.0831	-0.9302	1	336	2300	40	0.6878	2016	40	0.6878
172	jafari (2019)	"<table><tr><td>Authors:</td><td>jafari, ali; zamani-ahmadmahmoodi, rasool; mirzaei, rouhollah</td></tr><tr><td>Title:</td><td>persian leopard and wild sheep distribution modeling using the maxent model in the tang-e-sayad protected area, iran</td></tr><tr><td>Source:</td><td>mammalia, 83(1), 84-96</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1515/mammalia-2016-0155	0.1233	-0.7036	1	342	2986	18	0.3355	2019	18	0.3355
173	kumar (2019)	"<table><tr><td>Authors:</td><td>kumar, d.; singh, m.; sharma, s.</td></tr><tr><td>Title:</td><td>fate of important medicinal plants in the eastern himalaya in changing climate scenarios: a case of panax pseudoginseng wall</td></tr><tr><td>Source:</td><td>applied ecology and environmental research, 17(6), 13493-13511</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.15666/aeer/1706_1349313511	-0.7679	0.183	1	342	2076	11	0.205	2019	11	0.205
174	goldsmit (2018)	"<table><tr><td>Authors:</td><td>goldsmit, jesica; archambault, philippe; chust, guillem; villarino, ernesto; liu, george; lukovich, jennifer v.; barber, david g.; howland, kimberly l.</td></tr><tr><td>Title:</td><td>projecting present and future habitat suitability of ship-mediated aquatic invasive species in the canadian arctic</td></tr><tr><td>Source:</td><td>biological invasions, 20(2), 501-517</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1007/s10530-017-1553-7	-0.1324	0.0563	1	343	2194	66	1.2047	2018	66	1.2047
175	oliveira (2020)	"<table><tr><td>Authors:</td><td>oliveira, e. a.; perez, m. f.; bertollo, l. a. c.; gestich, c. c.; rab, p.; ezaz, t.; souza, f. h. s.; viana, p.; feldberg, e.; oliveira, e. h. c.; cioffi, m. b.</td></tr><tr><td>Title:</td><td>historical demography and climate driven distributional changes in a widespread neotropical freshwater species with high economic importance</td></tr><tr><td>Source:</td><td>ecography, 43(9), 1291-1304</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1111/ecog.04874	-0.7127	0.5747	3	336	625	10	0.2481	2020	10	0.2481
176	georgopoulou (2016)	"<table><tr><td>Authors:</td><td>georgopoulou, elisavet; djursvoll, per; simaiakis, stylianos m.</td></tr><tr><td>Title:</td><td>predicting species richness and distribution ranges of centipedes at the northern edge of europe</td></tr><tr><td>Source:</td><td>acta oecologica-international journal of ecology, 74, 1-10</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.actao.2016.03.006	-0.5037	-0.3565	1	338	2353	12	0.2063	2016	12	0.2063
177	godefroid (2016)	"<table><tr><td>Authors:</td><td>godefroid, martin; rasplus, jean-yves; rossi, jean-pierre</td></tr><tr><td>Title:</td><td>is phylogeography helpful for invasive species risk assessment? the case study of the bark beetle genus dendroctonus</td></tr><tr><td>Source:</td><td>ecography, 39(12), 1197-1209</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1111/ecog.01474	-0.3834	-0.5728	1	342	2348	20	0.3439	2016	20	0.3439
178	portilla cabrera (2020)	"<table><tr><td>Authors:</td><td>portilla cabrera, cristiam victoriano; josephraj selvaraj, john</td></tr><tr><td>Title:</td><td>geographic shifts in the bioclimatic suitability for aedes aegypti under climate change scenarios in colombia</td></tr><tr><td>Source:</td><td>heliyon, 6(1)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.heliyon.2019.e03101	0.1608	-0.3388	2	343	2626	34	0.8436	2020	34	0.8436
179	bhattacharyya (2019)	"<table><tr><td>Authors:</td><td>bhattacharyya, sabuj; mungi, ninad avinash; kawamichi, takeo; rawat, gopal singh; adhikari, bhupendra singh; wilkening, jennifer lee</td></tr><tr><td>Title:</td><td>insights from present distribution of an alpine mammal royle's pika (ochotona roylei) to predict future climate change impacts in the himalaya</td></tr><tr><td>Source:</td><td>regional environmental change, 19(8), 2423-2435</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1007/s10113-019-01556-x	-0.4294	-0.327	1	338	2106	17	0.3169	2019	17	0.3169
180	heya (2020)	"<table><tr><td>Authors:</td><td>heya, helen msigo; khamis, fathiya mbarak; onyambu, gladys kemunto; akutse, komivi senyo; mohamed, samira abuelgasim; kimathi, emily kajuju; ombura, fidelis levi odhiambo; ekesi, sunday; dubois, thomas; subramanian, sevgan; tanga, chrysantus mbi</td></tr><tr><td>Title:</td><td>characterization and risk assessment of the invasive papaya mealybug, paracoccus marginatus, in kenya under changing climate</td></tr><tr><td>Source:</td><td>journal of applied entomology, 144(6), 442-458</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1111/jen.12748	-0.1567	-0.7313	1	334	2295	13	0.3226	2020	13	0.3226
181	wogan (2016)	"<table><tr><td>Authors:</td><td>wogan, guinevere o. u.</td></tr><tr><td>Title:</td><td>life history traits and niche instability impact accuracy and temporal transferability for historically calibrated distribution models of north american birds</td></tr><tr><td>Source:</td><td>plos one, 11(3)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1371/journal.pone.0151024	-0.2626	-0.2538	1	346	3421	38	0.6534	2016	38	0.6534
182	ingberman (2016)	"<table><tr><td>Authors:</td><td>ingberman, bianca; fusco-costa, roberto; de araujo monteiro-filho, emygdio leite</td></tr><tr><td>Title:</td><td>a current perspective on the historical geographic distribution of the endangered muriquis (brachyteles spp.): implications for conservation</td></tr><tr><td>Source:</td><td>plos one, 11(3)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1371/journal.pone.0150906	-0.3948	-0.8678	1	338	2286	13	0.2235	2016	13	0.2235
183	walter (2018)	"<table><tr><td>Authors:</td><td>walter, melanie; brugger, katharina; rubel, franz</td></tr><tr><td>Title:</td><td>usutu virus induced mass mortalities of songbirds in central europe: are habitat models suitable to predict dead birds in unsampled regions?</td></tr><tr><td>Source:</td><td>preventive veterinary medicine, 159, 162-170</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.prevetmed.2018.09.013	-0.2808	0.3609	1	341	2380	11	0.2008	2018	11	0.2008
184	rodriguez-merino (2018)	"<table><tr><td>Authors:</td><td>rodriguez-merino, argantonio; garcia-murillo, pablo; cirujano, santos; fernandez-zamudio, rocio</td></tr><tr><td>Title:</td><td>predicting the risk of aquatic plant invasions in europe: how climatic factors and anthropogenic activity influence potential species distributions</td></tr><tr><td>Source:</td><td>journal for nature conservation, 45, 58-71</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.jnc.2018.08.007	-0.3167	-0.7685	1	336	2452	38	0.6936	2018	38	0.6936
185	prieto (2017)	"<table><tr><td>Authors:</td><td>prieto, rui; tobena, marta; silva, monica a.</td></tr><tr><td>Title:</td><td>habitat preferences of baleen whales in a mid-latitude habitat</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 141, 155-167</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.dsr2.2016.07.015	0.1752	-0.8946	1	339	2778	34	0.5257	2017	34	0.5257
186	underwood (2019)	"<table><tr><td>Authors:</td><td>underwood, emma c.; klinger, robert c.; brooks, matthew l.</td></tr><tr><td>Title:</td><td>effects of invasive plants on fire regimes and postfire vegetation diversity in an arid ecosystem</td></tr><tr><td>Source:</td><td>ecology and evolution, 9(22), 12421-12435</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1002/ece3.5650	-0.5214	0.5633	1	181	212	36	0.6711	2019	36	0.6711
187	halvorsen (2016)	"<table><tr><td>Authors:</td><td>halvorsen, rune; mazzoni, sabrina; dirksen, john wirkola; naesset, erik; gobakken, terje; ohlson, mikael</td></tr><tr><td>Title:</td><td>how important are choice of model selection method and spatial autocorrelation of presence data. for distribution modelling by maxent?</td></tr><tr><td>Source:</td><td>ecological modelling, 328, 108-118</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.ecolmodel.2016.02.021	0.2431	-0.8857	2	341	2962	87	1.4959	2016	87	1.4959
188	amirkhiz (2018)	"<table><tr><td>Authors:</td><td>amirkhiz, reza goljani; frey, jennifer k.; cain, james w.; breck, stewart w., iii; bergman, david l.</td></tr><tr><td>Title:</td><td>predicting spatial factors associated with cattle depredations by the mexican wolf (canis lupus baileyi) with recommendations for depredation risk modeling</td></tr><tr><td>Source:</td><td>biological conservation, 224, 327-335</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.biocon.2018.06.013	0.8835	-0.3579	2	337	2440	22	0.4016	2018	22	0.4016
189	dimson (2019)	"<table><tr><td>Authors:</td><td>dimson, monica; lynch, shannon c.; gillespie, thomas w.</td></tr><tr><td>Title:</td><td>using biased sampling data to model the distribution of invasive shot-hole borers in california</td></tr><tr><td>Source:</td><td>biological invasions, 21(8), 2693-2712</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1007/s10530-019-02010-z	0.232	-0.9424	2	338	3172	9	0.1678	2019	9	0.1678
190	iannella (2018)	"<table><tr><td>Authors:</td><td>iannella, mattia; cerasoli, francesco; d'alessandro, paola; console, giulia; biondi, maurizio</td></tr><tr><td>Title:</td><td>coupling gis spatial analysis and ensemble niche modelling to investigate climate change-related threats to the sicilian pond turtle emys trinacris, an endangered species from the mediterranean</td></tr><tr><td>Source:</td><td>peerj, 6</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.7717/peerj.4969	0.1705	0.5777	3	344	2505	37	0.6754	2018	37	0.6754
191	vetter (2018)	"<table><tr><td>Authors:</td><td>vetter, vanessa m. s.; tjaden, nils b.; jaeschke, anja; buhk, constanze; wahl, veronika; wasowicz, pawel; jentsch, anke</td></tr><tr><td>Title:</td><td>invasion of a legume ecosystem engineer in a cold biome alters plant biodiversity</td></tr><tr><td>Source:</td><td>frontiers in plant science, 9</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3389/fpls.2018.00715	0.9374	-0.2579	2	336	1507	23	0.4198	2018	23	0.4198
192	aryal (2016)	"<table><tr><td>Authors:</td><td>aryal, achyut; shrestha, uttam babu; ji, weihong; ale, som b.; shrestha, sujata; ingty, tenzing; maraseni, tek; cockfield, geoff; raubenheimer, david</td></tr><tr><td>Title:</td><td>predicting the distributions of predator (snow leopard) and prey (blue sheep) under climate change in the himalaya</td></tr><tr><td>Source:</td><td>ecology and evolution, 6(12), 4065-4075</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1002/ece3.2196	0.5628	-0.8107	2	336	2782	115	1.9773	2016	115	1.9773
193	bai (2018)	"<table><tr><td>Authors:</td><td>bai, yunjun; wei, xueping; li, xiaoqiang</td></tr><tr><td>Title:</td><td>distributional dynamics of a vulnerable species in response to past and future climate change: a window for conservation prospects</td></tr><tr><td>Source:</td><td>peerj, 6</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.7717/peerj.4287	-0.5885	-0.0353	1	341	2377	32	0.5841	2018	32	0.5841
194	abdelaal (2020)	"<table><tr><td>Authors:</td><td>abdelaal, mohamed; fois, mauro; dakhil, mohammed a.; bacchetta, gianluigi; el-sherbeny, ghada a.</td></tr><tr><td>Title:</td><td>predicting the potential current and future distribution of the endangered endemic vascular plant primula boveana decne. ex duby in egypt</td></tr><tr><td>Source:</td><td>plants-basel, 9(8)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3390/plants9080957	-0.3966	0.4993	1	346	2508	20	0.4962	2020	20	0.4962
195	jovanovic (2018)	"<table><tr><td>Authors:</td><td>jovanovic, slobodan; hlavati-sirka, vesna; lakusic, dmitar; jogan, nejc; nikolic, toni; anastasiu, paulina; vladimirov, vladimir; sinzar-sekulic, jasmina</td></tr><tr><td>Title:</td><td>reynoutria niche modelling and protected area prioritization for restoration and protection from invasion: a southeastern europe case study</td></tr><tr><td>Source:</td><td>journal for nature conservation, 41, 1-15</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.jnc.2017.10.011	-0.1829	-0.8045	1	336	2171	22	0.4016	2018	22	0.4016
196	fricker (2019)	"<table><tr><td>Authors:</td><td>fricker, geoffrey a.; ventura, jonathan d.; wolf, jeffrey a.; north, malcolm p.; davis, frank w.; franklin, janet</td></tr><tr><td>Title:</td><td>a convolutional neural network classifier identifies tree species in mixed-conifer forest from hyperspectral imagery</td></tr><tr><td>Source:</td><td>remote sensing, 11(19)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/rs11192326	-1.0225	0.0905	1	154	174	170	3.1689	2019	170	3.1689
197	shankhwar (2019)	"<table><tr><td>Authors:</td><td>shankhwar, rajeev; bhandari, maneesh s.; meena, rajendra k.; shekhar, chander; pandey, vijay vardhan; saxena, jalaj; kant, rama; barthwal, santan; naithani, h. b.; pandey, shailesh; pandey, amit; ginwal, harish s.</td></tr><tr><td>Title:</td><td>potential eco-distribution mapping of myrica esculenta in northwestern himalayas</td></tr><tr><td>Source:</td><td>ecological engineering, 128, 98-111</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.ecoleng.2019.01.003	-0.941	-0.0695	1	336	2114	22	0.4101	2019	22	0.4101
198	pramanik (2018)	"<table><tr><td>Authors:</td><td>pramanik, malay; paudel, uttam; mondal, biswajit; chakraborti, suman; deb, pratik</td></tr><tr><td>Title:</td><td>predicting climate change impacts on the distribution of the threatened garcinia indica in the western ghats, india</td></tr><tr><td>Source:</td><td>climate risk management, 19, 94-105</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.crm.2017.11.002	-0.4368	-0.0319	1	342	2350	86	1.5698	2018	86	1.5698
199	ennakri (2025)	"<table><tr><td>Authors:</td><td>ennakri, meryem; ziti, soumia; dakki, mohamed</td></tr><tr><td>Title:</td><td>habitat intelligence: how machine learning reveals species preferences for ecological planning and conservation</td></tr><tr><td>Source:</td><td>international journal of advanced computer science and applications, 16(6), 996-1004</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"		-0.0526	1.7449	3	7	9	1	0.5	2025	1	0.5
200	pica (2024)	"<table><tr><td>Authors:</td><td>pica, antonio; vela, daniele; magrini, sara</td></tr><tr><td>Title:</td><td>forest orchids under future climate scenarios: habitat suitability modelling to inform conservation strategies</td></tr><tr><td>Source:</td><td>plants-basel, 13(13)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.3390/plants13131810	0.9346	0.2303	2	344	2665	15	1.6071	2024	15	1.6071
201	laszlo (2022)	"<table><tr><td>Authors:</td><td>laszlo, ava m.; placyk, john s., jr.; williams, lance r.; williams, marsha g.; banta, joshua a.</td></tr><tr><td>Title:</td><td>a novel multivariate ecological approach to modeling freshwater mussel habitats verified by ground truthing</td></tr><tr><td>Source:</td><td>hydrobiologia, 849(14), 3117-3133</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1007/s10750-022-04913-w	0.5793	-0.6029	2	336	2164	6	0.1416	2022	6	0.1416
202	campos (2023)	"<table><tr><td>Authors:</td><td>campos, joao c.; garcia, nuno; alirio, joao; arenas-castro, salvador; teodoro, ana c.; sillero, neftali</td></tr><tr><td>Title:</td><td>ecological niche models using maxent in google earth engine: evaluation, guidelines and recommendations</td></tr><tr><td>Source:</td><td>ecological informatics, 76</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.ecoinf.2023.102147	0.7618	0.4098	2	344	2523	54	3.9194	2023	54	3.9194
203	amaro (2026)	"<table><tr><td>Authors:</td><td>amaro, george; marchioro, cesar augusto; da silva, ricardo siqueira; fidelis, elisangela gomes</td></tr><tr><td>Title:</td><td>current and future global distribution of the peach twig borer, anarsia lineatella zeller (lepidoptera: gelechiidae)</td></tr><tr><td>Source:</td><td>agricultural and forest entomology, 28(1), 94-107</td></tr><tr><td>Year:</td><td>2026</td></tr></table>"	https://doi.org/10.1111/afe.70012	0.7234	0.2124	2	345	2588	0	0	2026	0	0
204	bald (2024)	"<table><tr><td>Authors:</td><td>bald, lisa; gottwald, jannis; hillen, jessica; adorf, frank; zeuss, dirk</td></tr><tr><td>Title:</td><td>the devil is in the detail: environmental variables frequently used for habitat suitability modeling lack information for forest-dwelling bats in germany</td></tr><tr><td>Source:</td><td>ecology and evolution, 14(6)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1002/ece3.11571	0.3413	0.7051	3	349	2390	3	0.3214	2024	3	0.3214
205	soster (2025a)	"<table><tr><td>Authors:</td><td>soster, francesca; awbery, tim; verite-taulet, nina; zammit, timothy; terribile, kimberly</td></tr><tr><td>Title:</td><td>harnessing citizen science for marine conservation in malta: a comparative analysis of gam and maxent models in bottlenose dolphin habitat mapping</td></tr><tr><td>Source:</td><td>peerj, 13</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.7717/peerj.19804	-0.4149	0.3035	1	347	2692	1	0.5	2025	1	0.5
206	parimbelli (2025)	"<table><tr><td>Authors:</td><td>parimbelli, alexa; johnson, mark p.; howell, kerry; laguionie-marchais, claire; allcock, a. louise</td></tr><tr><td>Title:</td><td>high-throughput screening identifies paullinic acid as an antiviral agent against bombyx mori nucleopolyhedrovirus</td></tr><tr><td>Source:</td><td>mediterranean marine science, 26(2), 400-417</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.12681/mms.39523	0.0927	0.4816	3	347	2601	1	0.5	2025	1	0.5
207	zbinden (2026)	"<table><tr><td>Authors:</td><td>zbinden, robin; van tiel, nina; sumbul, gencer; vanalli, chiara; kellenberger, benjamin; tuia, devis</td></tr><tr><td>Title:</td><td>masksdm with shapley values to improve flexibility, robustness and explainability in species distribution modelling</td></tr><tr><td>Source:</td><td>methods in ecology and evolution, 17(1), 188-206</td></tr><tr><td>Year:</td><td>2026</td></tr></table>"	https://doi.org/10.1111/2041-210x.70200	0.2865	0.9986	3	281	626	2	1.6	2026	2	1.6
208	mendez-encina (2021)	"<table><tr><td>Authors:</td><td>mendez-encina, fatima m.; mendez-gonzalez, jorge; mendieta-oviedo, rocio; lopez-diaz, jose o. m.; najera-luna, juan a.</td></tr><tr><td>Title:</td><td>ecological niches and suitability areas of three host pine species of bark beetle dendroctonus mexicanus hopkins</td></tr><tr><td>Source:</td><td>forests, 12(4)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3390/f12040385	0.3219	0.0632	2	345	2399	15	0.4912	2021	15	0.4912
209	zhu (2025a)	"<table><tr><td>Authors:</td><td>zhu, hanji; sun, yuyan; li, yang; xiang, delong; gao, ming; zhang, famou; wang, jianhua; huang, sisi; zhang, heng; li, lingzhi</td></tr><tr><td>Title:</td><td>habitat shifts in the pacific saury (cololabis saira) population in the high seas of the north pacific under medium-to-long-term climate scenarios based on vessel position data and ensemble species distribution models</td></tr><tr><td>Source:</td><td>animals, 15(19)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.3390/ani15192828	-0.328	0.7588	3	275	478	1	0.5	2025	1	0.5
210	singh (2024)	"<table><tr><td>Authors:</td><td>singh, naseeb; kaur, simardeep; mahore, vijay; pohshna, chwadaka; shekhar, shashank; bhardwaj, rakesh</td></tr><tr><td>Title:</td><td>development of deep learning-based mobile application for predicting in-situ habitat suitability of perilla frutescens l. in real-time</td></tr><tr><td>Source:</td><td>smart agricultural technology, 8</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1016/j.atech.2024.100508	-0.1108	0.6587	3	345	1414	2	0.2143	2024	2	0.2143
211	fieldsend (2021)	"<table><tr><td>Authors:</td><td>fieldsend, thomas w.; dubos, nicolas; krysko, kenneth l.; raxworthy, christopher j.; malone, sparkle l.</td></tr><tr><td>Title:</td><td>in situ adaptation and ecological release facilitate the occupied niche expansion of a non-native madagascan day gecko in florida</td></tr><tr><td>Source:</td><td>ecology and evolution, 11(14), 9410-9422</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1002/ece3.7749	0.371	-0.4632	2	339	2270	8	0.2619	2021	8	0.2619
212	moreno-arzate (2024)	"<table><tr><td>Authors:</td><td>moreno-arzate, claudia n.; martinez-meyer, enrique</td></tr><tr><td>Title:</td><td>a retrospective approach for evaluating ecological niche modeling transferability over time: the case of mexican endemic rodents</td></tr><tr><td>Source:</td><td>peerj, 12</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.7717/peerj.18414	-0.2126	0.5983	3	345	2331	4	0.4286	2024	4	0.4286
213	nguyen (2025)	"<table><tr><td>Authors:</td><td>nguyen, briant d.; messick, jenna; rodger, anthony w.; jackson, victoria; butler, christopher; taylor, andrew t.</td></tr><tr><td>Title:</td><td>lumping and splitting of distribution models across a biogeographic divide informs the conservation of an imperiled fluvial fish</td></tr><tr><td>Source:</td><td>ecology and evolution, 15(4)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1002/ece3.71315	0.7116	0.0719	2	344	2420	2	1	2025	2	1
214	marques (2025)	"<table><tr><td>Authors:</td><td>marques, roberta; jimenez, laura; ferreira-kruger, rodrigo; jimenez-garcia, daniel</td></tr><tr><td>Title:</td><td>integrating biotic factors into niche modeling: a case study with rhipicephalus (boophilus) microplus in the americas</td></tr><tr><td>Source:</td><td>frontiers of biogeography, 18</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.21425/fob.18.152671	0.4138	-0.6716	2	336	2144	1	0.5	2025	1	0.5
215	sutton (2022)	"<table><tr><td>Authors:</td><td>sutton, g. f.; martin, g. d.</td></tr><tr><td>Title:</td><td>testing maxent model performance in a novel geographic region using an intentionally introduced insect</td></tr><tr><td>Source:</td><td>ecological modelling, 473</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.ecolmodel.2022.110139	0.8689	-0.0673	2	346	2733	26	0.6137	2022	26	0.6137
216	suicmez (2023)	"<table><tr><td>Authors:</td><td>suicmez, burak; avci, meral</td></tr><tr><td>Title:</td><td>distribution patterns of quercus ilex from the last interglacial period to the future by ecological niche modeling</td></tr><tr><td>Source:</td><td>ecology and evolution, 13(10)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1002/ece3.10606	-0.0314	0.7587	3	346	2472	13	0.9435	2023	13	0.9435
217	zhang (2022)	"<table><tr><td>Authors:</td><td>zhang, xiaojuan; zhou, yongxiu; peng, peihao; wang, guoyan</td></tr><tr><td>Title:</td><td>a novel multimodal species distribution model fusing remote sensing images and environmental features</td></tr><tr><td>Source:</td><td>sustainability, 14(21)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.3390/su142114034	-0.7394	0.4978	3	287	468	4	0.0944	2022	4	0.0944
218	qin (2022)	"<table><tr><td>Authors:</td><td>qin, z.; zhang, j. e.; ditommaso, a.; diez, j. m.; zhao, y.; wang, f. g.</td></tr><tr><td>Title:</td><td>predicting the potential distribution of three allergenic invasive ambrosia (ragweed) species in asia</td></tr><tr><td>Source:</td><td>journal of environmental informatics, 39(1), 49-66</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.3808/jei.202000444	0.0125	-0.6476	2	339	2395	9	0.2124	2022	9	0.2124
219	coro (2024)	"<table><tr><td>Authors:</td><td>coro, gianpaolo; bove, pasquale; baneschi, ilaria; bertini, andrea; calvisi, lorenzo; provenzale, antonello</td></tr><tr><td>Title:</td><td>climate change effects on animal presence in the massaciuccoli lake basin</td></tr><tr><td>Source:</td><td>ecological informatics, 81</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1016/j.ecoinf.2024.102644	0.5189	0.3026	2	341	2182	10	1.0714	2024	10	1.0714
220	tchuwa (2025)	"<table><tr><td>Authors:</td><td>tchuwa, isaac; phiri, gladson</td></tr><tr><td>Title:</td><td>projected shifts in the distribution of anopheles funestus under future climate scenarios in malawi</td></tr><tr><td>Source:</td><td>discover environment, 3(1)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1007/s44274-025-00386-5	0.6012	0.5821	2	348	2391	0	0	2025	0	0
221	tong (2023)	"<table><tr><td>Authors:</td><td>tong, ruiju; yesson, chris; yu, jinsongdi; luo, yuan; zhang, ling</td></tr><tr><td>Title:</td><td>key factors for species distribution modeling in benthic marine environments</td></tr><tr><td>Source:</td><td>frontiers in marine science, 10</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.3389/fmars.2023.1222382	0.4309	0.5588	3	346	2166	16	1.1613	2023	16	1.1613
222	ogurtsov (2023)	"<table><tr><td>Authors:</td><td>ogurtsov, s. s.</td></tr><tr><td>Title:</td><td>absence of ""absences"": the engler-hengl approach in species distribution modeling</td></tr><tr><td>Source:</td><td>biology bulletin, 50(suppl 2), s140-s155</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1134/s1062359023605311	0.3141	0.4777	2	344	2609	1	0.0726	2023	1	0.0726
223	valavi (2022)	"<table><tr><td>Authors:</td><td>valavi, roozbeh; guillera-arroita, gurutzeta; lahoz-monfort, jose j.; elith, jane</td></tr><tr><td>Title:</td><td>predictive performance of presence-only species distribution models: a benchmark study with reproducible code</td></tr><tr><td>Source:</td><td>ecological monographs, 92(1)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1002/ecm.1486	0.265	0.7004	3	350	2650	617	14.5644	2022	617	14.5644
224	deneu (2022)	"<table><tr><td>Authors:</td><td>deneu, benjamin; joly, alexis; bonnet, pierre; servajean, maximilien; munoz, francois</td></tr><tr><td>Title:</td><td>very high resolution species distribution modeling based on remote sensing imagery: how to capture fine-grained and large-scale vegetation ecology with convolutional neural networks?</td></tr><tr><td>Source:</td><td>frontiers in plant science, 13</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.3389/fpls.2022.839279	-0.6159	0.5939	3	347	1322	26	0.6137	2022	26	0.6137
225	zbinden (2024)	"<table><tr><td>Authors:</td><td>zbinden, robin; van tiel, nina; kellenberger, benjamin; hughes, lloyd; tuia, devis</td></tr><tr><td>Title:</td><td>on the selection and effectiveness of pseudo-absences for species distribution modeling with deep learning</td></tr><tr><td>Source:</td><td>ecological informatics, 81</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1016/j.ecoinf.2024.102623	0.0799	0.6895	3	345	1782	16	1.7143	2024	16	1.7143
